"NAME","CODE","YEAR","YD","MONTH"
"서울",108,2002,0,10
"서울",108,2001,0,10
"백령도",102,2016,0,10
"백령도",102,2015,1,10
"백령도",102,2014,2,10
"백령도",102,2013,0,10
"백령도",102,2012,0,10
"백령도",102,2011,0,10
"백령도",102,2010,0,10
"백령도",102,2009,2,10
"백령도",102,2008,0,10
"백령도",102,2007,0,10
"백령도",102,2006,0,10
"백령도",102,2005,0,10
"백령도",102,2004,0,10
"백령도",102,2003,0,10
"백령도",102,2002,0,10
"백령도",102,2001,0,10
"파주",99,2016,0,10
"파주",99,2015,0,10
"파주",99,2014,0,10
"파주",99,2010,0,10
"파주",99,2009,1,10
"파주",99,2008,0,10
"파주",99,2007,0,10
"파주",99,2006,0,10
"파주",99,2005,0,10
"파주",99,2004,0,10
"파주",99,2003,0,10
"파주",99,2002,0,10
"파주",99,2001,0,10
"동두천",98,2010,0,10
"동두천",98,2009,1,10
"동두천",98,2008,0,10
"동두천",98,2007,0,10
"동두천",98,2006,0,10
"동두천",98,2005,0,10
"동두천",98,2004,0,10
"동두천",98,2003,0,10
"동두천",98,2002,0,10
"동두천",98,2001,0,10
"인천",112,2016,0,10
"인천",112,2015,0,10
"인천",112,2014,0,10
"인천",112,2013,0,10
"인천",112,2012,0,10
"인천",112,2011,0,10
"인천",112,2010,0,10
"인천",112,2009,2,10
"인천",112,2008,0,10
"인천",112,2007,0,10
"인천",112,2006,0,10
"인천",112,2005,0,10
"인천",112,2004,0,10
"인천",112,2003,0,10
"인천",112,2002,0,10
"인천",112,2001,0,10
"수원",119,2016,0,10
"수원",119,2015,0,10
"수원",119,2014,0,10
"수원",119,2013,0,10
"수원",119,2012,0,10
"수원",119,2011,0,10
"수원",119,2010,0,10
"수원",119,2009,1,10
"수원",119,2008,0,10
"수원",119,2007,0,10
"수원",119,2006,0,10
"수원",119,2005,0,10
"수원",119,2004,0,10
"수원",119,2003,0,10
"수원",119,2002,0,10
"수원",119,2001,0,10
"강화",201,2007,0,10
"강화",201,2006,0,10
"강화",201,2005,0,10
"강화",201,2004,0,10
"강화",201,2003,0,10
"강화",201,2002,0,10
"강화",201,2001,0,10
"이천",203,2010,0,10
"이천",203,2009,1,10
"이천",203,2008,0,10
"강릉",105,2007,0,10
"강릉",105,2006,0,10
"강릉",105,2005,0,10
"강릉",105,2004,0,10
"강릉",105,2003,0,10
"강릉",105,2002,0,10
"강릉",105,2001,0,10
"북강릉",104,2016,0,10
"북강릉",104,2015,0,10
"북강릉",104,2014,0,10
"북강릉",104,2013,0,10
"북강릉",104,2012,0,10
"북강릉",104,2011,0,10
"북강릉",104,2010,0,10
"북강릉",104,2009,0,10
"북강릉",104,2008,0,10
"북춘천",93,2016,0,10
"춘천",101,2016,0,10
"춘천",101,2015,0,10
"춘천",101,2014,0,10
"춘천",101,2013,0,10
"춘천",101,2012,0,10
"춘천",101,2011,0,10
"춘천",101,2010,0,10
"춘천",101,2009,1,10
"춘천",101,2008,0,10
"춘천",101,2007,0,10
"춘천",101,2006,0,10
"춘천",101,2005,0,10
"춘천",101,2004,0,10
"춘천",101,2003,0,10
"춘천",101,2002,0,10
"춘천",101,2001,0,10
"원주",114,2016,0,10
"원주",114,2015,0,10
"원주",114,2014,0,10
"원주",114,2013,0,10
"원주",114,2012,0,10
"원주",114,2011,0,10
"원주",114,2010,0,10
"원주",114,2009,1,10
"원주",114,2008,0,10
"원주",114,2007,0,10
"원주",114,2006,0,10
"원주",114,2005,0,10
"원주",114,2004,0,10
"원주",114,2003,0,10
"원주",114,2002,0,10
"원주",114,2001,0,10
"대관령",100,2016,0,10
"대관령",100,2015,0,10
"대관령",100,2014,0,10
"대관령",100,2013,0,10
"대관령",100,2012,0,10
"대관령",100,2011,0,10
"대관령",100,2010,0,10
"대관령",100,2009,1,10
"대관령",100,2008,0,10
"대관령",100,2007,0,10
"대관령",100,2006,0,10
"대관령",100,2005,0,10
"대관령",100,2004,0,10
"대관령",100,2003,0,10
"대관령",100,2002,0,10
"대관령",100,2001,0,10
"속초",90,2016,0,10
"속초",90,2015,0,10
"속초",90,2014,0,10
"속초",90,2013,0,10
"속초",90,2012,0,10
"속초",90,2011,0,10
"속초",90,2010,0,10
"속초",90,2009,0,10
"속초",90,2008,0,10
"속초",90,2007,0,10
"속초",90,2006,0,10
"속초",90,2005,0,10
"속초",90,2004,0,10
"속초",90,2003,0,10
"속초",90,2002,0,10
"속초",90,2001,0,10
"동해",106,2010,0,10
"동해",106,2009,0,10
"동해",106,2008,0,10
"동해",106,2007,0,10
"동해",106,2006,0,10
"동해",106,2005,0,10
"동해",106,2004,0,10
"동해",106,2003,0,10
"동해",106,2002,0,10
"동해",106,2001,0,10
"철원",95,2016,0,10
"철원",95,2015,0,10
"철원",95,2014,0,10
"철원",95,2013,0,10
"철원",95,2012,0,10
"철원",95,2011,0,10
"철원",95,2010,0,10
"철원",95,2009,1,10
"철원",95,2008,0,10
"철원",95,2007,0,10
"철원",95,2006,0,10
"철원",95,2005,0,10
"철원",95,2004,0,10
"철원",95,2003,0,10
"철원",95,2002,0,10
"철원",95,2001,0,10
"영월",121,2010,0,10
"영월",121,2009,1,10
"영월",121,2008,0,10
"영월",121,2007,0,10
"영월",121,2006,0,10
"영월",121,2005,0,10
"영월",121,2004,0,10
"영월",121,2003,0,10
"영월",121,2002,0,10
"영월",121,2001,0,10
"홍천",212,2007,0,10
"홍천",212,2006,0,10
"홍천",212,2005,0,10
"홍천",212,2004,0,10
"홍천",212,2003,0,10
"홍천",212,2002,0,10
"홍천",212,2001,0,10
"충주",127,2010,0,10
"충주",127,2009,1,10
"충주",127,2008,0,10
"충주",127,2007,0,10
"충주",127,2006,0,10
"충주",127,2005,0,10
"충주",127,2004,0,10
"충주",127,2003,0,10
"충주",127,2002,0,10
"충주",127,2001,0,10
"청주",131,2016,0,10
"청주",131,2015,0,10
"청주",131,2014,0,10
"청주",131,2013,0,10
"청주",131,2012,0,10
"청주",131,2011,0,10
"청주",131,2010,0,10
"청주",131,2009,1,10
"청주",131,2008,0,10
"청주",131,2007,0,10
"청주",131,2006,0,10
"청주",131,2005,0,10
"청주",131,2004,0,10
"청주",131,2003,0,10
"청주",131,2002,0,10
"청주",131,2001,0,10
"추풍령",135,2010,0,10
"추풍령",135,2009,2,10
"추풍령",135,2008,0,10
"추풍령",135,2007,0,10
"추풍령",135,2006,0,10
"추풍령",135,2005,0,10
"추풍령",135,2004,0,10
"추풍령",135,2003,0,10
"추풍령",135,2002,0,10
"추풍령",135,2001,0,10
"대전",133,2016,0,10
"대전",133,2015,0,10
"대전",133,2014,0,10
"대전",133,2013,0,10
"대전",133,2012,0,10
"대전",133,2011,0,10
"대전",133,2010,0,10
"대전",133,2009,0,10
"대전",133,2008,0,10
"대전",133,2007,0,10
"대전",133,2006,0,10
"대전",133,2005,0,10
"대전",133,2004,0,10
"대전",133,2003,0,10
"대전",133,2002,0,10
"대전",133,2001,0,10
"서산",129,2016,0,10
"서산",129,2015,0,10
"서산",129,2014,0,10
"서산",129,2013,0,10
"서산",129,2012,0,10
"서산",129,2011,0,10
"서산",129,2010,0,10
"서산",129,2009,2,10
"서산",129,2008,0,10
"서산",129,2007,0,10
"서산",129,2006,0,10
"서산",129,2005,0,10
"서산",129,2004,0,10
"서산",129,2003,0,10
"서산",129,2002,0,10
"서산",129,2001,0,10
"천안",232,2016,0,10
"천안",232,2015,0,10
"천안",232,2014,0,10
"천안",232,2013,0,10
"천안",232,2012,0,10
"천안",232,2011,0,10
"천안",232,2010,0,10
"천안",232,2009,1,10
"보령",235,2016,0,10
"보령",235,2015,0,10
"보령",235,2014,0,10
"보령",235,2013,0,10
"보령",235,2012,0,10
"보령",235,2011,0,10
"보령",235,2010,0,10
"보령",235,2009,1,10
"부여",236,2007,0,10
"부여",236,2006,0,10
"부여",236,2005,0,10
"부여",236,2004,0,10
"부여",236,2003,0,10
"부여",236,2002,0,10
"부여",236,2001,0,10
"군산",140,2016,0,10
"군산",140,2015,0,10
"군산",140,2014,0,10
"군산",140,2013,0,10
"군산",140,2012,0,10
"군산",140,2011,0,10
"군산",140,2010,0,10
"군산",140,2009,2,10
"군산",140,2008,0,10
"군산",140,2007,0,10
"군산",140,2006,0,10
"군산",140,2005,0,10
"군산",140,2004,0,10
"군산",140,2003,0,10
"군산",140,2002,0,10
"군산",140,2001,0,10
"전주",146,2016,0,10
"전주",146,2015,1,10
"전주",146,2014,0,10
"전주",146,2013,0,10
"전주",146,2012,0,10
"전주",146,2011,0,10
"전주",146,2010,0,10
"전주",146,2009,1,10
"전주",146,2008,0,10
"전주",146,2007,0,10
"전주",146,2006,0,10
"전주",146,2005,0,10
"전주",146,2004,0,10
"전주",146,2003,0,10
"전주",146,2002,0,10
"전주",146,2001,0,10
"정읍",245,2010,0,10
"정읍",245,2009,1,10
"남원",247,2010,0,10
"남원",247,2009,0,10
"장수",248,2007,0,10
"장수",248,2006,0,10
"장수",248,2005,0,10
"장수",248,2004,0,10
"장수",248,2003,0,10
"장수",248,2002,0,10
"장수",248,2001,0,10
"고창",172,2016,0,10
"고창",172,2015,0,10
"고창",172,2014,0,10
"고창",172,2013,0,10
"고창",172,2012,0,10
"고창",172,2011,0,10
"고창",172,2010,0,10
"광주",156,2016,0,10
"광주",156,2015,1,10
"광주",156,2014,0,10
"광주",156,2013,0,10
"광주",156,2012,0,10
"광주",156,2011,0,10
"광주",156,2010,0,10
"광주",156,2009,1,10
"광주",156,2008,0,10
"광주",156,2007,0,10
"광주",156,2006,0,10
"광주",156,2005,0,10
"광주",156,2004,0,10
"광주",156,2003,0,10
"광주",156,2002,0,10
"광주",156,2001,0,10
"목포",165,2016,0,10
"목포",165,2015,1,10
"목포",165,2014,0,10
"목포",165,2013,0,10
"목포",165,2012,0,10
"목포",165,2011,0,10
"목포",165,2010,0,10
"목포",165,2009,1,10
"목포",165,2008,0,10
"목포",165,2007,0,10
"목포",165,2006,0,10
"목포",165,2005,0,10
"목포",165,2004,0,10
"목포",165,2003,0,10
"목포",165,2002,0,10
"목포",165,2001,0,10
"여수",168,2016,0,10
"여수",168,2015,0,10
"여수",168,2014,0,10
"여수",168,2013,0,10
"여수",168,2012,0,10
"여수",168,2011,0,10
"여수",168,2010,0,10
"여수",168,2009,1,10
"여수",168,2008,0,10
"여수",168,2007,0,10
"여수",168,2006,0,10
"여수",168,2005,0,10
"여수",168,2004,0,10
"여수",168,2003,0,10
"여수",168,2002,0,10
"여수",168,2001,0,10
"완도",170,2016,0,10
"완도",170,2015,0,10
"완도",170,2014,0,10
"완도",170,2013,0,10
"완도",170,2012,0,10
"완도",170,2011,0,10
"완도",170,2010,0,10
"완도",170,2009,1,10
"완도",170,2008,0,10
"완도",170,2007,0,10
"완도",170,2006,0,10
"완도",170,2005,0,10
"완도",170,2004,0,10
"완도",170,2003,0,10
"완도",170,2002,0,10
"완도",170,2001,0,10
"진도",175,2016,0,10
"진도",175,2015,0,10
"진도",175,2014,0,10
"진도",175,2013,0,10
"진도",175,2012,0,10
"진도",175,2011,0,10
"진도",175,2010,0,10
"진도",175,2009,1,10
"진도",175,2008,0,10
"진도",175,2007,0,10
"진도",175,2006,0,10
"진도",175,2005,0,10
"진도",175,2004,0,10
"진도",175,2003,0,10
"진도",175,2002,0,10
"진도",175,2001,0,10
"흑산도",169,2016,0,10
"흑산도",169,2015,1,10
"흑산도",169,2014,0,10
"흑산도",169,2013,0,10
"흑산도",169,2012,0,10
"흑산도",169,2011,0,10
"흑산도",169,2010,0,10
"흑산도",169,2009,1,10
"흑산도",169,2008,0,10
"흑산도",169,2007,0,10
"흑산도",169,2006,0,10
"흑산도",169,2005,0,10
"흑산도",169,2004,0,10
"흑산도",169,2003,0,10
"흑산도",169,2002,0,10
"흑산도",169,2001,0,10
"순천",256,2012,0,10
"순천",256,2011,0,10
"순천",256,2010,0,10
"순천",256,2009,1,10
"대구(구)",143,2016,0,10
"대구(구)",143,2015,0,10
"대구(구)",143,2014,0,10
"대구(구)",143,2013,0,10
"대구(구)",143,2012,0,10
"대구(구)",143,2011,0,10
"대구(구)",143,2010,0,10
"대구(구)",143,2009,1,10
"대구(구)",143,2008,0,10
"대구(구)",143,2007,0,10
"대구(구)",143,2006,0,10
"대구(구)",143,2005,0,10
"대구(구)",143,2004,0,10
"대구(구)",143,2003,0,10
"대구(구)",143,2002,0,10
"대구(구)",143,2001,0,10
"대구(기)",176,2015,0,10
"대구(기)",176,2014,0,10
"대구(기)",176,2013,0,10
"울진",130,2016,0,10
"울진",130,2015,0,10
"울진",130,2014,0,10
"울진",130,2013,0,10
"울진",130,2012,0,10
"울진",130,2011,0,10
"울진",130,2010,0,10
"울진",130,2009,0,10
"울진",130,2008,0,10
"울진",130,2007,0,10
"울진",130,2006,0,10
"울진",130,2005,0,10
"울진",130,2004,0,10
"울진",130,2003,0,10
"울진",130,2002,0,10
"울진",130,2001,0,10
"안동",136,2016,0,10
"안동",136,2015,0,10
"안동",136,2014,0,10
"안동",136,2013,0,10
"안동",136,2012,0,10
"안동",136,2011,0,10
"안동",136,2010,0,10
"안동",136,2009,0,10
"안동",136,2008,0,10
"안동",136,2007,0,10
"안동",136,2006,0,10
"안동",136,2005,0,10
"안동",136,2004,0,10
"안동",136,2003,0,10
"안동",136,2002,0,10
"안동",136,2001,0,10
"상주",137,2011,0,10
"상주",137,2010,0,10
"상주",137,2009,0,10
"상주",137,2008,0,10
"상주",137,2007,0,10
"상주",137,2006,0,10
"상주",137,2005,0,10
"상주",137,2004,0,10
"상주",137,2003,0,10
"상주",137,2002,0,10
"포항",138,2016,0,10
"포항",138,2015,0,10
"포항",138,2014,0,10
"포항",138,2013,0,10
"포항",138,2012,0,10
"포항",138,2011,0,10
"포항",138,2010,0,10
"포항",138,2009,0,10
"포항",138,2008,0,10
"포항",138,2007,0,10
"포항",138,2006,0,10
"포항",138,2005,0,10
"포항",138,2004,0,10
"포항",138,2003,0,10
"포항",138,2002,0,10
"포항",138,2001,0,10
"울릉도",115,2016,0,10
"울릉도",115,2015,0,10
"울릉도",115,2014,0,10
"울릉도",115,2013,0,10
"울릉도",115,2012,0,10
"울릉도",115,2011,0,10
"울릉도",115,2010,0,10
"울릉도",115,2009,0,10
"울릉도",115,2008,0,10
"울릉도",115,2007,0,10
"울릉도",115,2006,0,10
"울릉도",115,2005,0,10
"울릉도",115,2004,0,10
"울릉도",115,2003,0,10
"울릉도",115,2002,0,10
"울릉도",115,2001,0,10
"영덕",277,2007,0,10
"영덕",277,2006,0,10
"영덕",277,2005,0,10
"영덕",277,2004,0,10
"영덕",277,2003,0,10
"영덕",277,2002,0,10
"영덕",277,2001,0,10
"구미",279,2010,0,10
"구미",279,2009,0,10
"부산",159,2016,0,10
"부산",159,2015,0,10
"부산",159,2014,0,10
"부산",159,2013,0,10
"부산",159,2012,0,10
"부산",159,2011,0,10
"부산",159,2010,0,10
"부산",159,2009,1,10
"부산",159,2008,0,10
"부산",159,2007,0,10
"부산",159,2006,0,10
"부산",159,2005,0,10
"부산",159,2004,0,10
"부산",159,2003,0,10
"부산",159,2002,0,10
"부산",159,2001,0,10
"울산",152,2016,0,10
"울산",152,2015,0,10
"울산",152,2014,0,10
"울산",152,2013,0,10
"울산",152,2012,0,10
"울산",152,2011,0,10
"울산",152,2010,0,10
"울산",152,2009,1,10
"울산",152,2008,0,10
"울산",152,2007,0,10
"울산",152,2006,0,10
"울산",152,2005,0,10
"울산",152,2004,0,10
"울산",152,2003,0,10
"울산",152,2002,0,10
"울산",152,2001,0,10
"창원",155,2016,0,10
"창원",155,2015,0,10
"창원",155,2014,0,10
"창원",155,2013,0,10
"창원",155,2012,0,10
"창원",155,2011,0,10
"창원",155,2010,0,10
"창원",155,2009,1,10
"창원",155,2008,0,10
"창원",155,2007,0,10
"창원",155,2006,0,10
"창원",155,2005,0,10
"창원",155,2004,0,10
"창원",155,2003,0,10
"창원",155,2002,0,10
"창원",155,2001,0,10
"통영",162,2016,0,10
"통영",162,2015,0,10
"통영",162,2014,0,10
"통영",162,2013,0,10
"통영",162,2012,0,10
"통영",162,2011,0,10
"통영",162,2010,0,10
"통영",162,2009,0,10
"통영",162,2008,0,10
"통영",162,2007,0,10
"통영",162,2006,0,10
"통영",162,2005,0,10
"통영",162,2004,0,10
"통영",162,2003,0,10
"통영",162,2002,0,10
"통영",162,2001,0,10
"진주",192,2016,0,10
"진주",192,2015,0,10
"진주",192,2014,0,10
"진주",192,2013,0,10
"진주",192,2012,0,10
"진주",192,2011,0,10
"진주",192,2010,0,10
"진주",192,2009,1,10
"진주",192,2008,0,10
"진주",192,2007,0,10
"진주",192,2006,0,10
"진주",192,2005,0,10
"진주",192,2004,0,10
"진주",192,2003,0,10
"진주",192,2002,0,10
"진주",192,2001,0,10
"거창",284,2016,0,10
"거창",284,2015,0,10
"거창",284,2014,0,10
"거창",284,2013,0,10
"거창",284,2012,0,10
"거창",284,2011,0,10
"거창",284,2010,0,10
"거창",284,2009,0,10
"거창",284,2008,0,10
"거창",284,2007,0,10
"거창",284,2006,0,10
"거창",284,2005,0,10
"거창",284,2004,0,10
"거창",284,2003,0,10
"거창",284,2002,0,10
"거창",284,2001,0,10
"제주",184,2016,0,10
"제주",184,2015,0,10
"제주",184,2014,0,10
"제주",184,2013,0,10
"제주",184,2012,0,10
"제주",184,2011,0,10
"제주",184,2010,0,10
"제주",184,2009,1,10
"제주",184,2008,0,10
"제주",184,2007,0,10
"제주",184,2006,0,10
"제주",184,2005,0,10
"제주",184,2004,0,10
"제주",184,2003,0,10
"제주",184,2002,0,10
"제주",184,2001,0,10
"고산",185,2016,0,10
"고산",185,2015,0,10
"고산",185,2014,0,10
"고산",185,2013,0,10
"고산",185,2012,0,10
"고산",185,2011,0,10
"고산",185,2010,0,10
"고산",185,2009,1,10
"고산",185,2008,0,10
"고산",185,2007,0,10
"고산",185,2006,0,10
"고산",185,2005,0,10
"고산",185,2004,0,10
"고산",185,2003,0,10
"고산",185,2002,0,10
"고산",185,2001,0,10
"서귀포",189,2016,0,10
"서귀포",189,2015,0,10
"서귀포",189,2014,0,10
"서귀포",189,2013,0,10
"서귀포",189,2012,0,10
"서귀포",189,2011,0,10
"서귀포",189,2010,0,10
"서귀포",189,2009,1,10
"서귀포",189,2008,0,10
"서귀포",189,2007,0,10
"서귀포",189,2006,0,10
"서귀포",189,2005,0,10
"서귀포",189,2004,0,10
"서귀포",189,2003,0,10
"서귀포",189,2002,0,10
"서귀포",189,2001,0,10
"성산",188,2016,0,10
"성산",188,2015,0,10
"성산",188,2014,0,10
"성산",188,2013,0,10
"성산",188,2012,0,10
"성산",188,2011,0,10
"성산",188,2010,0,10
"성산",188,2009,1,10
"성산",188,2008,0,10
"성산",188,2007,0,10
"서울",108,2016,0,11
"서울",108,2015,0,11
"서울",108,2014,1,11
"서울",108,2013,0,11
"서울",108,2012,1,11
"서울",108,2011,0,11
"서울",108,2010,3,11
"서울",108,2009,0,11
"서울",108,2008,0,11
"서울",108,2007,0,11
"서울",108,2006,0,11
"서울",108,2005,2,11
"서울",108,2004,0,11
"서울",108,2003,0,11
"서울",108,2002,2,11
"서울",108,2001,0,11
"백령도",102,2016,1,11
"백령도",102,2015,0,11
"백령도",102,2014,0,11
"백령도",102,2013,0,11
"백령도",102,2012,1,11
"백령도",102,2011,0,11
"백령도",102,2010,2,11
"백령도",102,2009,0,11
"백령도",102,2008,0,11
"백령도",102,2007,0,11
"백령도",102,2006,0,11
"백령도",102,2005,1,11
"백령도",102,2004,0,11
"백령도",102,2003,0,11
"백령도",102,2002,2,11
"백령도",102,2001,0,11
"파주",99,2016,0,11
"파주",99,2015,0,11
"파주",99,2014,0,11
"파주",99,2010,3,11
"파주",99,2009,0,11
"파주",99,2008,0,11
"파주",99,2007,1,11
"파주",99,2006,0,11
"파주",99,2005,2,11
"파주",99,2004,0,11
"파주",99,2003,0,11
"파주",99,2002,2,11
"파주",99,2001,0,11
"동두천",98,2010,3,11
"동두천",98,2009,0,11
"동두천",98,2008,0,11
"동두천",98,2007,1,11
"동두천",98,2006,0,11
"동두천",98,2005,2,11
"동두천",98,2004,0,11
"동두천",98,2003,0,11
"동두천",98,2002,2,11
"동두천",98,2001,0,11
"인천",112,2016,0,11
"인천",112,2015,0,11
"인천",112,2014,1,11
"인천",112,2013,0,11
"인천",112,2012,1,11
"인천",112,2011,0,11
"인천",112,2010,3,11
"인천",112,2009,0,11
"인천",112,2008,0,11
"인천",112,2007,1,11
"인천",112,2006,0,11
"인천",112,2005,2,11
"인천",112,2004,0,11
"인천",112,2003,0,11
"인천",112,2002,2,11
"인천",112,2001,0,11
"수원",119,2016,0,11
"수원",119,2015,0,11
"수원",119,2014,1,11
"수원",119,2013,0,11
"수원",119,2012,1,11
"수원",119,2011,0,11
"수원",119,2010,3,11
"수원",119,2009,0,11
"수원",119,2008,0,11
"수원",119,2007,0,11
"수원",119,2006,0,11
"수원",119,2005,2,11
"수원",119,2004,0,11
"수원",119,2003,0,11
"수원",119,2002,2,11
"수원",119,2001,0,11
"강화",201,2007,0,11
"강화",201,2006,0,11
"강화",201,2005,0,11
"강화",201,2004,0,11
"강화",201,2003,0,11
"강화",201,2002,0,11
"강화",201,2001,0,11
"이천",203,2010,3,11
"이천",203,2009,0,11
"이천",203,2008,0,11
"강릉",105,2007,0,11
"강릉",105,2006,0,11
"강릉",105,2005,0,11
"강릉",105,2004,0,11
"강릉",105,2003,0,11
"강릉",105,2002,2,11
"강릉",105,2001,0,11
"북강릉",104,2016,0,11
"북강릉",104,2015,0,11
"북강릉",104,2014,1,11
"북강릉",104,2013,0,11
"북강릉",104,2012,2,11
"북강릉",104,2011,0,11
"북강릉",104,2010,2,11
"북강릉",104,2009,0,11
"북강릉",104,2008,0,11
"북춘천",93,2016,0,11
"춘천",101,2016,0,11
"춘천",101,2015,0,11
"춘천",101,2014,1,11
"춘천",101,2013,0,11
"춘천",101,2012,1,11
"춘천",101,2011,0,11
"춘천",101,2010,3,11
"춘천",101,2009,0,11
"춘천",101,2008,0,11
"춘천",101,2007,0,11
"춘천",101,2006,0,11
"춘천",101,2005,2,11
"춘천",101,2004,0,11
"춘천",101,2003,0,11
"춘천",101,2002,2,11
"춘천",101,2001,0,11
"원주",114,2016,0,11
"원주",114,2015,0,11
"원주",114,2014,1,11
"원주",114,2013,0,11
"원주",114,2012,2,11
"원주",114,2011,0,11
"원주",114,2010,2,11
"원주",114,2009,0,11
"원주",114,2008,0,11
"원주",114,2007,0,11
"원주",114,2006,0,11
"원주",114,2005,2,11
"원주",114,2004,0,11
"원주",114,2003,0,11
"원주",114,2002,2,11
"원주",114,2001,0,11
"대관령",100,2016,0,11
"대관령",100,2015,0,11
"대관령",100,2014,1,11
"대관령",100,2013,0,11
"대관령",100,2012,2,11
"대관령",100,2011,0,11
"대관령",100,2010,3,11
"대관령",100,2009,0,11
"대관령",100,2008,0,11
"대관령",100,2007,0,11
"대관령",100,2006,0,11
"대관령",100,2005,0,11
"대관령",100,2004,0,11
"대관령",100,2003,0,11
"대관령",100,2002,2,11
"대관령",100,2001,0,11
"속초",90,2016,0,11
"속초",90,2015,0,11
"속초",90,2014,1,11
"속초",90,2013,0,11
"속초",90,2012,1,11
"속초",90,2011,0,11
"속초",90,2010,2,11
"속초",90,2009,0,11
"속초",90,2008,0,11
"속초",90,2007,0,11
"속초",90,2006,0,11
"속초",90,2005,0,11
"속초",90,2004,0,11
"속초",90,2003,0,11
"속초",90,2002,2,11
"속초",90,2001,0,11
"동해",106,2010,2,11
"동해",106,2009,0,11
"동해",106,2008,0,11
"동해",106,2007,0,11
"동해",106,2006,0,11
"동해",106,2005,0,11
"동해",106,2004,0,11
"동해",106,2003,0,11
"동해",106,2002,2,11
"동해",106,2001,0,11
"철원",95,2016,0,11
"철원",95,2015,0,11
"철원",95,2014,1,11
"철원",95,2013,0,11
"철원",95,2012,1,11
"철원",95,2011,0,11
"철원",95,2010,2,11
"철원",95,2009,0,11
"철원",95,2008,0,11
"철원",95,2007,0,11
"철원",95,2006,0,11
"철원",95,2005,2,11
"철원",95,2004,0,11
"철원",95,2003,0,11
"철원",95,2002,2,11
"철원",95,2001,0,11
"영월",121,2010,2,11
"영월",121,2009,0,11
"영월",121,2008,0,11
"영월",121,2007,0,11
"영월",121,2006,0,11
"영월",121,2005,1,11
"영월",121,2004,0,11
"영월",121,2003,0,11
"영월",121,2002,2,11
"영월",121,2001,0,11
"홍천",212,2007,0,11
"홍천",212,2006,0,11
"홍천",212,2005,0,11
"홍천",212,2004,0,11
"홍천",212,2003,0,11
"홍천",212,2002,0,11
"홍천",212,2001,0,11
"충주",127,2010,2,11
"충주",127,2009,0,11
"충주",127,2008,0,11
"충주",127,2007,0,11
"충주",127,2006,0,11
"충주",127,2005,2,11
"충주",127,2004,0,11
"충주",127,2003,0,11
"충주",127,2002,2,11
"충주",127,2001,0,11
"청주",131,2016,0,11
"청주",131,2015,0,11
"청주",131,2014,1,11
"청주",131,2013,0,11
"청주",131,2012,2,11
"청주",131,2011,0,11
"청주",131,2010,3,11
"청주",131,2009,0,11
"청주",131,2008,0,11
"청주",131,2007,0,11
"청주",131,2006,0,11
"청주",131,2005,2,11
"청주",131,2004,0,11
"청주",131,2003,0,11
"청주",131,2002,2,11
"청주",131,2001,0,11
"추풍령",135,2010,3,11
"추풍령",135,2009,0,11
"추풍령",135,2008,0,11
"추풍령",135,2007,0,11
"추풍령",135,2006,0,11
"추풍령",135,2005,2,11
"추풍령",135,2004,0,11
"추풍령",135,2003,0,11
"추풍령",135,2002,2,11
"추풍령",135,2001,0,11
"대전",133,2016,0,11
"대전",133,2015,0,11
"대전",133,2014,0,11
"대전",133,2013,0,11
"대전",133,2012,2,11
"대전",133,2011,0,11
"대전",133,2010,3,11
"대전",133,2009,0,11
"대전",133,2008,0,11
"대전",133,2007,0,11
"대전",133,2006,0,11
"대전",133,2005,2,11
"대전",133,2004,0,11
"대전",133,2003,0,11
"대전",133,2002,2,11
"대전",133,2001,0,11
"서산",129,2016,0,11
"서산",129,2015,0,11
"서산",129,2014,0,11
"서산",129,2013,0,11
"서산",129,2012,1,11
"서산",129,2011,0,11
"서산",129,2010,3,11
"서산",129,2009,0,11
"서산",129,2008,0,11
"서산",129,2007,0,11
"서산",129,2006,0,11
"서산",129,2005,2,11
"서산",129,2004,0,11
"서산",129,2003,0,11
"서산",129,2002,2,11
"서산",129,2001,0,11
"천안",232,2016,0,11
"천안",232,2015,0,11
"천안",232,2014,1,11
"천안",232,2013,0,11
"천안",232,2012,1,11
"천안",232,2011,0,11
"천안",232,2010,3,11
"천안",232,2009,0,11
"보령",235,2016,0,11
"보령",235,2015,0,11
"보령",235,2014,0,11
"보령",235,2013,0,11
"보령",235,2012,1,11
"보령",235,2011,0,11
"보령",235,2010,3,11
"보령",235,2009,0,11
"부여",236,2007,0,11
"부여",236,2006,0,11
"부여",236,2005,0,11
"부여",236,2004,0,11
"부여",236,2003,0,11
"부여",236,2002,0,11
"부여",236,2001,0,11
"군산",140,2016,0,11
"군산",140,2015,0,11
"군산",140,2014,0,11
"군산",140,2013,0,11
"군산",140,2012,2,11
"군산",140,2011,0,11
"군산",140,2010,3,11
"군산",140,2009,0,11
"군산",140,2008,0,11
"군산",140,2007,0,11
"군산",140,2006,0,11
"군산",140,2005,3,11
"군산",140,2004,0,11
"군산",140,2003,0,11
"군산",140,2002,2,11
"군산",140,2001,0,11
"전주",146,2016,0,11
"전주",146,2015,0,11
"전주",146,2014,0,11
"전주",146,2013,0,11
"전주",146,2012,2,11
"전주",146,2011,0,11
"전주",146,2010,3,11
"전주",146,2009,0,11
"전주",146,2008,0,11
"전주",146,2007,0,11
"전주",146,2006,0,11
"전주",146,2005,2,11
"전주",146,2004,0,11
